sp_id,latitude,longitude
502322397,37.7633651,-122.4581428
501870173,35.2746789,-116.0731951
502255435,37.4637351,-122.1845479
502343137,37.6680351,-122.4232578
502307325,37.9012551,-122.4900578
502339619,37.7301751,-122.4266178
502332516,37.7258251,-122.4360178
502325424,37.7300051,-122.4512378
502416809,37.891225,-122.2601878
502334756,37.7503151,-122.4341278
502377855,37.7791651,-122.3944878
502345731,37.7465151,-122.4196178
502366474,37.8004511,-122.4019368
502333505,37.7511251,-122.4347878
502324675,37.7226451,-122.4518978
502376614,37.7938651,-122.3948478
502369469,37.7978251,-122.4024578
502357962,37.7633851,-122.4079078
502262445,37.4722451,-122.2323678
502343522,37.7974851,-122.4217878
502205463,37.2900651,-121.9710479
502292620,37.9079251,-122.5385178
502412437,37.863905,-122.2656778
502347053,37.7653651,-122.4182178
502308451,37.6597551,-122.4893678
502327185,37.7692571,-122.4456588
502347825,37.7564951,-122.4186478
502356699,37.7856551,-122.4093978
502268867,37.5142951,-122.2623078
502397164,37.787545,-122.2919558
502241011,37.4200651,-122.0893879
502359866,37.7893351,-122.4066578
502328075,37.7373151,-122.4464878
502224154,37.3376111,-122.0231089
502317949,37.7262151,-122.4685678
502334262,37.7867611,-122.4333128
502318838,37.7638251,-122.4677078
501188725,34.0469921,-118.2083258
502429051,38.122255,-122.2312578
502734901,38.199605,-122.7157777
503154362,39.9258209,-122.1867505
502350862,37.7592351,-122.4154878
502318500,37.6659751,-122.4677078
502732927,38.357895,-122.7093877
502286623,38.086825,-122.5711177
502343887,37.7956651,-122.4214778
502316750,37.7748351,-122.4698278
502344476,37.6478351,-122.4200328
502318379,37.6935951,-122.4660778
502186465,37.2786001,-121.9320379
502337487,37.7586651,-122.4296678
502674041,38.5855649,-121.4844078
502331825,37.7666251,-122.4385878
502169693,37.3365051,-121.8943079
502356797,37.7894251,-122.4088778
502317815,37.7638051,-122.4681378
502378214,37.6041851,-122.3939178
502348483,37.7026951,-122.4164578
502288880,37.9700251,-122.5614977
502341953,37.7840151,-122.4231678
502326509,37.7694751,-122.4491778
502300705,37.8892951,-122.5181078
502276769,37.5637951,-122.3173278
502337517,37.7666751,-122.4304978
502483759,38.013875,-122.0308078
502354370,37.7921311,-122.4109098
502313409,37.5845951,-122.4776178
502457369,37.993897,-122.1017698
502247487,37.4574151,-122.1286779
502227144,37.4016251,-122.0288579
502199409,37.3933681,-121.9589351
502335755,37.7914851,-122.4341178
502294291,38.071435,-122.5343197
502239827,37.3865251,-122.0840679
502363540,37.7938361,-122.4029338
512085475,40.8958217,-73.8246996
502386550,37.5850851,-122.3539478
502328910,37.7340751,-122.4457278
502345232,37.7890751,-122.4200378
502323962,37.7312751,-122.4576278
502137462,37.0155051,-121.597498
502470873,37.893615,-122.0629278
502348359,37.6513141,-122.4162628
502330780,37.7818751,-122.4411078
502330516,37.7843451,-122.4382378
502316733,37.7437251,-122.4700878
501341433,33.9461552,-118.3865088
502379085,37.7111751,-122.3933578
502316402,37.6692321,-122.4699628
502344829,37.7435051,-122.4213878
502342842,37.7520751,-122.4238378
502344670,37.7760551,-122.4198378
502370020,37.7981551,-122.4026778
502518856,37.682395,-121.7442779
500258479,32.7088362,-117.1643241
502354043,37.7647951,-122.4126878
502384801,37.5951451,-122.3660478
502362564,37.7900251,-122.4044678
502183251,37.3038361,-121.9224349
502432806,37.796705,-122.2145878
502739209,38.475755,-122.7395877
502498274,37.703976,-121.9342519
502299774,37.968015,-122.5212777
502742056,38.515475,-122.7903876
502324721,37.7151051,-122.4516278
502306207,37.6494701,-122.4924968
502469905,37.909495,-122.0662278
502304633,37.7425551,-122.5026478
502270872,37.5658651,-122.2721178
502413511,37.880645,-122.2642178
502379117,37.7669651,-122.3936478
502257845,37.4011351,-122.1961779
502326180,37.7697371,-122.4485868
502364669,37.7922551,-122.4034678
502420501,37.84425,-122.2517978
502483855,37.651505,-122.0297079
502268118,37.3958851,-122.2595579
502327705,37.7746051,-122.4447978
502341586,37.7784851,-122.4243178
502419991,37.823095,-122.2550778
502311289,37.7426821,-122.4825348
502320862,37.7642951,-122.4638778
502410629,37.802798,-122.2675798
502349954,37.7434151,-122.4173678
502361037,37.7153651,-122.4070578
502273180,37.5122331,-122.2935238
502384622,37.5955551,-122.3714978
502353275,37.6351051,-122.4117078
502363884,37.6127251,-122.4031078
502267670,37.4708651,-122.2591778
502305634,37.7758551,-122.4986978
502303262,37.8706641,-122.5037708
514523661,41.558352,-83.6909865
502345605,37.7440951,-122.4206278
502336758,37.7721951,-122.4315778
502383975,37.7311151,-122.3812578
502306422,37.5966151,-122.4944278
502369682,37.8001851,-122.4017178
502356984,37.7718551,-122.4080178
502343397,37.7687651,-122.4217878
502376352,37.7679181,-122.3950668
502324460,37.891165,-122.4534878
502326013,37.7345551,-122.4521178
502222140,37.4024651,-122.0120479
502314777,37.7497551,-122.4755378
502300147,38.000035,-122.5226977
502364522,37.7665451,-122.4033878
502403006,37.817915,-122.2813378
502749320,38.472575,-123.0030176
502328018,37.8046251,-122.4470078
502200968,37.3707451,-121.9598679
502341614,37.7656351,-122.4238378
502317750,37.7640251,-122.4691078
502363713,37.6661271,-122.4031348
502277235,37.5650251,-122.3231758
502316002,37.7140051,-122.4732878
502396349,37.863534,-122.2962668
502343724,37.8013451,-122.4220578
502145445,37.2365951,-121.8034379
502335135,37.7872451,-122.4337478
502321014,37.7253251,-122.4630878
502327162,37.7122981,-122.4450218
502282058,37.4618451,-122.4307078
502279864,37.5597851,-122.3284678
502322749,37.7229051,-122.4593278
502377740,37.7620751,-122.3957978
502327513,37.7917251,-122.4452678
502353303,37.7871551,-122.4120278
502245206,37.3799511,-122.1166249
502408887,37.803535,-122.2706578
502441038,37.893225,-122.1744778
502265407,37.4292061,-122.2529288
502326535,37.7615251,-122.4489178
502328769,37.7983051,-122.4440478
502265684,37.4848551,-122.2509478
502320925,37.7638951,-122.4644578
502361253,37.6869751,-122.4054178
502329481,37.7142151,-122.4413878
502264124,37.5009751,-122.2433478
502259203,37.4825631,-122.2172198
502406065,37.804805,-122.2745978
503106557,39.7404466,-105.1682239
502331887,37.8014351,-122.4383378
502379033,37.7199351,-122.3942078
502372296,37.7980221,-122.3986268
502362455,37.7899551,-122.4056878
502329383,37.7156851,-122.4401678
502355298,37.7794351,-122.4102078
502306550,37.7425751,-122.4959078
502373014,37.7395951,-122.4002778
502337733,37.7949751,-122.4303278
502346358,37.7717491,-122.4192068
502340744,37.7583551,-122.4251578
502338302,37.7979641,-122.4290098
502419187,37.777616,-122.2533488
502336506,37.7807851,-122.4314978
502333793,37.7977551,-122.4359078
502319718,37.7864951,-122.4649978
502240039,37.3880951,-122.0830379
502438576,37.742765,-122.1823378
502435965,37.739135,-122.2015678
502352410,37.6494091,-122.4122048
502379950,37.7815051,-122.3922178
502342254,37.7759081,-122.4225768
502313493,37.7509951,-122.4780478
502239347,37.4101911,-122.0816399
502327565,37.7879951,-122.4462178
502349961,37.7503551,-122.4168478
502409419,37.871175,-122.2703378
502187587,37.2951551,-121.9338179
502305208,37.7534111,-122.4968498
502381931,37.7354351,-122.3882078
502334896,37.7826051,-122.4332978
502374895,37.7922051,-122.3981478
502352725,37.7632951,-122.4139678
502332689,37.7733551,-122.4378578
502366563,37.6397241,-122.4016288
502341230,37.7649791,-122.4241728
502419239,37.851283,-122.2527468
502412419,37.864295,-122.2668178
502349603,37.7893451,-122.4171878
502509731,37.654845,-121.8645879
502367462,37.7913051,-122.4019778
502314880,37.7801851,-122.4756578
502464489,37.676265,-122.0786478
502276809,37.5555051,-122.3160478
502323551,37.7165151,-122.4547878
502686586,38.5789989,-121.5519128
502294014,38.017545,-122.5374177
502243410,37.3966851,-122.1069479
502342697,37.7988551,-122.4236178
502323073,37.7638551,-122.4583778
502349334,37.8034261,-122.4153538
502315813,37.7802751,-122.4714678
502302816,37.7537951,-122.5068478
502243079,37.4247051,-122.1002279
502245545,37.3789351,-122.1183479
502264975,37.5005351,-122.2463878
502365406,37.7529151,-122.4037078
502426066,38.121815,-122.2436778
502268153,37.5200281,-122.2658548
502347959,37.7524751,-122.4179678
502251885,37.4439051,-122.1527479
502398343,37.846821,-122.2915288
502313191,37.6600191,-122.4776338
502178620,37.3991051,-121.9127779
502315698,37.7419151,-122.4746678
502419514,37.85053,-122.2524608
502336609,37.7798051,-122.4322478
502293060,38.014055,-122.5407277
502384403,37.5951451,-122.3660478
502371987,37.7624651,-122.4000378
502365809,37.7956251,-122.4042478
502328699,37.7670951,-122.4444378
502194106,37.3806751,-121.9470279
502275727,37.5550051,-122.3108778
502365044,37.7603651,-122.4027878
502366054,37.7980251,-122.4035978
502376115,37.7936751,-122.3972278
502420523,37.837373,-122.2512088
502321482,37.6887651,-122.4601978
502313788,37.7614251,-122.4773078
502377712,37.7777051,-122.3952378
502313561,37.7801051,-122.4773778
502375714,37.7579751,-122.3967278
502347472,37.7900551,-122.4192378
502272566,37.5272451,-122.2863878
502150468,37.2195251,-121.8308279
502358363,37.7892741,-122.4077028
502330387,37.7631851,-122.4385378
502305671,37.7811651,-122.4975278
502376994,37.7949351,-122.3972778
502291224,38.066501,-122.5428227
502173924,37.2942251,-121.9012179
502339262,37.7800811,-122.4274558
502371446,37.7891751,-122.4008078
502340922,37.7519351,-122.4254578
502328459,37.7568351,-122.4438478
502412907,37.810275,-122.2659878
502190121,37.3838151,-121.9381579
502324933,37.7796851,-122.4544478
502366110,37.7975651,-122.4038378
502383385,37.5983951,-122.3799078
502325797,37.7814451,-122.4528378
502323229,37.7749441,-122.4530208
502359552,37.7673851,-122.4071778
502232603,37.3981051,-122.0490979
502368061,37.7913051,-122.4019778
502221438,37.3989411,-122.0140059
502272185,37.5433421,-122.2918468
502315202,37.6837471,-122.4723058
502261579,37.4544851,-122.2281779
502361643,37.7857951,-122.4054178
502261677,37.4525551,-122.2264479
502398327,37.90388,-122.2918588
502399782,37.864815,-122.2902578
502325630,37.7680651,-122.4522978
502305106,37.8705251,-122.5029778
502295327,37.9252051,-122.5323578
502355748,37.7445651,-122.4098278
502299537,37.9128451,-122.5215078
502320195,37.7045961,-122.4626608
502400217,37.852996,-122.2870778
502329585,37.7623251,-122.4397778
502691962,38.5611149,-121.7596978
502367717,37.7907451,-122.4025378
502363018,37.7969951,-122.4044878
502294006,37.996785,-122.5388077
502418770,37.796535,-122.2543078
502326045,37.7324051,-122.4529178
502305297,37.9060351,-122.4975478
502262806,37.4939351,-122.2308478
502325921,37.7869251,-122.4514478
502519760,37.725485,-121.7248779
502346898,37.7762151,-122.4184178
502281503,37.4352051,-122.4350078
502360768,37.7985251,-122.4073278
502355088,37.6653951,-122.4116678
502335017,37.7932251,-122.4335578
502292490,38.0095758,-122.5409059
502693419,38.6663749,-121.7874678
502351050,37.8004951,-122.4152678
502331967,37.8002251,-122.4385178
502322569,37.6742251,-122.4580078
502350451,37.7741851,-122.4155178
502339041,37.7448051,-122.4293078
502383057,37.7499951,-122.3847378
502312852,37.7820451,-122.4810078
502374329,37.7936561,-122.3963648
502334731,37.7511551,-122.4343178
502363808,37.6884951,-122.4032678
502375793,37.7654651,-122.3970978
502317596,37.7482651,-122.4687478
502347710,37.7629751,-122.4186778
502330739,37.7897151,-122.4397578
502349245,37.7752331,-122.4158518
502438054,37.722665,-122.1933678
502384680,37.5970851,-122.3665778
502320044,37.7311551,-122.4661978
502334643,37.7636151,-122.4332978
502271394,37.5197551,-122.2781878
502242473,37.3667751,-122.1007779
502335042,37.7826051,-122.4332978
502336529,37.7934651,-122.4315978
503865056,25.8600353,-80.2000483
502329565,37.7649051,-122.4426878
502447924,37.696725,-122.1398278
502222287,37.0324441,-122.0174699
502283032,38.0743451,-122.7420577
502277912,37.5577451,-122.3206478
502176362,37.3209711,-121.9085589
502317639,37.7752251,-122.4694478
502271605,37.5497651,-122.2815078
502475198,37.996223,-122.0532338
502217996,37.3783051,-121.9967879
502410468,37.791992,-122.2682378
502332104,37.6606351,-122.4384178
502332660,37.7930951,-122.4374778
502343769,37.8024151,-122.4215178
502361308,37.6112251,-122.4045578
502314886,37.7802551,-122.4748778
502382125,37.6492251,-122.3879078
502375110,37.7127051,-122.3979578
502327071,37.6530951,-122.4502478
502356789,37.7883251,-122.4091278
502333305,37.7595851,-122.4352278
502343311,37.7813751,-122.4213878
502332703,37.7745651,-122.4373578
502330397,37.7632751,-122.4392878
502409882,37.825965,-122.2704378
502351099,37.8081651,-122.4150778
502304531,37.7488851,-122.5000578
502281900,37.4328051,-122.4275578
502347402,37.7902251,-122.4186378
502401242,37.830643,-122.2832498
502368034,37.7936451,-122.4013778
502353432,37.7833751,-122.4116778
502336472,37.7939851,-122.4317978
502295883,37.974005,-122.5326677
502748518,38.2499661,-122.9646426
502369439,37.7951151,-122.4013778
502326811,37.7806651,-122.4485078
502248263,37.4017891,-122.1398839
502316126,37.7321751,-122.4737478
502339783,37.7494351,-122.4268778
502375378,37.7917651,-122.3974978
502239946,37.3875951,-122.0824379
502404868,37.890885,-122.2764878
502327696,37.7636051,-122.4458178
502376735,37.7938651,-122.3948478
502255606,37.4405651,-122.1832979
502414201,37.868114,-122.2637268
502330121,37.7456151,-122.4424178
502374729,37.7924651,-122.3988978
502306650,37.7745951,-122.4949078
502180032,37.3217351,-121.9142279
502349271,37.7835751,-122.4157748
502375354,37.7877351,-122.3963978
502326947,37.7402751,-122.4491478
502274001,37.5563251,-122.2930278
502435444,37.809855,-122.2005878
502386494,37.5764951,-122.3495178
502346716,37.6369151,-122.4190078
502387232,37.5775061,-122.3484598
502307558,37.6458251,-122.4908678
502399990,37.842145,-122.2891878
502277182,37.5657201,-122.3238968
502317023,37.7335951,-122.4711478
502222043,37.3429951,-122.0106479
502272782,37.5345251,-122.2847478
502362020,37.7924451,-122.4046778
502302749,37.7625451,-122.5091378
502315099,37.7331051,-122.4775878
501420875,34.4264052,-119.7725585
502209887,37.2950551,-121.9808079
510347698,35.6302642,-105.9451411
502338773,37.7863751,-122.4287678
502354026,37.7548651,-122.4122578
502358032,37.7978251,-122.4082378
502324753,37.7689051,-122.4518878
502327445,37.7576751,-122.4472378
502331516,37.7485451,-122.4375578
502356375,37.7936921,-122.4078438
502469701,37.897965,-122.0651778
502451607,37.656815,-122.1267878
502273801,37.5594151,-122.2917778
502342788,37.7539051,-122.4238478
502376451,37.5956051,-122.3954478
502272367,37.5536461,-122.2912168
502342846,37.7372251,-122.4229078
502375590,37.7799351,-122.3969378
502320693,37.7847451,-122.4626578
502342596,37.7777251,-122.4215778
502377569,37.7938651,-122.3948478
502293773,38.006065,-122.5380777
502314383,37.7318841,-122.4738178
502328252,37.8035241,-122.4445648
502322926,37.7756351,-122.4580978
502251689,37.4477751,-122.1526379
502307174,37.6368621,-122.4903468
502333330,37.7538251,-122.4357278
502369762,37.7976051,-122.4017978
502337956,37.7965651,-122.4309678
502255018,37.4373951,-122.1765579
502330021,37.7964351,-122.4427478
502392630,37.964205,-122.3155778
502310363,37.5994451,-122.4834378
502368643,37.7918351,-122.4019778
502279276,37.5204561,-122.3386248
502385826,37.936155,-122.3595478
502235474,37.3174851,-122.0596579
502355517,37.7675651,-122.4108078
502379967,37.7763151,-122.3917778
502335644,37.7516251,-122.4325078
502327450,37.7608251,-122.4467778
502305096,37.8705251,-122.5029778
502362764,37.8052851,-122.4044278
502274761,37.5713251,-122.3050678
502364301,37.7691951,-122.4034578
502259403,37.4617051,-122.2182279
502366333,37.7910931,-122.4018428
502478687,37.974455,-122.0449078
502341273,37.7947481,-122.4233648
502402587,37.872675,-122.2818578
502316470,37.7435841,-122.4712988
502193409,37.3545701,-121.9463999
502348439,37.7527869,-122.417294
502310710,37.7615251,-122.4835878
502321794,37.7800751,-122.4606478
502276034,37.5437451,-122.3064078
502363695,37.7293371,-122.4042478
502326541,37.7684951,-122.4495178
502367020,37.7199251,-122.4029078
502374100,37.7924651,-122.3988978
502290289,37.9549451,-122.5459077
502364836,37.7932251,-122.4036478
502338225,37.7858221,-122.4283598
502374321,37.7944971,-122.3971478
502266164,37.5536851,-122.2557278
502381307,37.7607401,-122.3876518
502334884,37.7862051,-122.4343878
502347554,37.7488851,-122.4183878
502676927,38.5811349,-121.4950078
502320597,37.7770751,-122.4642078
502214499,37.560485,-121.9918079
502503821,37.662885,-121.9009079
502246070,37.4239351,-122.1164579
502310380,37.6201851,-122.4836978
502315189,37.6837471,-122.4723058
505884722,39.7679724,-86.1625859
502326440,37.7167351,-122.4495278
502474283,37.611902,-122.0547399
502317823,37.7640651,-122.4687278
502363821,37.6085251,-122.4041678
502343174,37.7795251,-122.4225378
502340289,37.6591741,-122.4254928
502506422,37.692405,-121.8832559
502254196,37.4478281,-122.1706969
502369790,37.7998351,-122.4026378
502359764,37.7878751,-122.4061178
502363207,37.7678351,-122.4027838
502495299,37.836523,-121.9584688
502332361,37.7591176,-122.4347565
502380926,37.7247851,-122.3904878
502313322,37.6753351,-122.4774378
502362658,37.7930751,-122.4048578
502325828,37.7876151,-122.4524978
502342097,37.7987851,-122.4244578
502268297,37.5145121,-122.2628428
502331343,37.7291851,-122.4363878
502340061,37.7426851,-122.4267478
502367695,37.7923351,-122.4023678
502318775,37.7844351,-122.4671078
502360445,37.7421001,-122.4060288
502357901,37.7591751,-122.4080178
502317255,37.7829801,-122.4675628
502438565,37.743015,-122.1860378
502348921,37.7896251,-122.4169478
502174238,37.3563901,-121.9054619
502325934,37.7814451,-122.4528378
502371985,37.7573551,-122.4000578
502445738,37.725485,-122.1526478
502326631,37.7631951,-122.4486278
502342584,37.6288951,-122.4227278
502316977,37.7378451,-122.4701778
502323882,37.7779351,-122.4554078
502334635,37.7643851,-122.4333878
502160824,37.3017451,-121.8700179
502443872,37.766975,-122.1594678
502318534,37.6556951,-122.4671178
502306527,37.7341551,-122.4945378
502317781,37.7641651,-122.4681678
502336828,37.7976751,-122.4326778
502428232,37.799178,-122.2311328
502284507,37.9992351,-122.5915477
502311803,37.7824051,-122.4825778
502317656,37.7809951,-122.4693478
502159163,37.3164381,-121.8673179
502380745,37.7803451,-122.3905778
502333998,37.7976851,-122.4358878
502289371,37.9559851,-122.5541477
502342001,37.8058451,-122.4229078
502360646,37.7539951,-122.4076578
502441323,37.693984,-122.1714318
502335584,37.7646751,-122.4319178
502356703,37.7871751,-122.4079178
502708876,38.230705,-122.2571978
502268342,37.5217951,-122.2668678
502378094,37.7282451,-122.3949478
502371351,37.7917251,-122.4005378
502314848,37.7806851,-122.4755978
510350368,35.5213242,-105.8649911
502339464,37.7683051,-122.4262678
502356985,37.7775051,-122.4091878
502254925,37.4381451,-122.1760779
502336238,37.7854521,-122.4303048
502368355,37.7934651,-122.4026478
502345338,37.7902751,-122.4208878
502336496,37.7841251,-122.4313078
502335008,37.7847751,-122.4332778
502510214,38.000561,-121.8377848
502387470,37.958558,-122.3478318
502334224,37.7664971,-122.4332288
502190316,37.3864161,-121.9418519
502362420,37.7929251,-122.4051878
502364289,37.7871651,-122.4035578
502474064,37.927095,-122.0588478
502225107,37.4033551,-122.0216279
502367479,37.7923351,-122.4023678
502287446,38.110455,-122.5684577
502351072,37.7981351,-122.4144878
502350141,37.6721051,-122.4175178
502321975,37.7288551,-122.4606678
502398783,37.849465,-122.2921078
502295227,38.07104,-122.5307717
502370628,37.7960067,-122.3999748
502342615,37.7777251,-122.4215778
502254106,37.4204351,-122.1608179
502325886,37.7814451,-122.4528378
502274361,37.5570041,-122.3004738
502355198,37.7872551,-122.4103578
502353641,37.7742251,-122.4126378
502292474,38.015875,-122.5406927
502387766,37.5756951,-122.3462278
502342165,37.6371581,-122.4213398
502375487,37.7869251,-122.3970378
502226343,37.3003511,-122.0295489
502372351,37.7952221,-122.3991268
502230187,37.3230101,-122.0384469
502326303,37.7975751,-122.4489208
502382998,37.7437051,-122.3859478
502348259,37.7563431,-122.4167228
502248495,37.4727551,-122.1364379
502372503,37.7938751,-122.4002178
502363594,37.7450821,-122.4039988
502370932,37.7909151,-122.4000878
515972565,32.9258722,-97.0121874
502265106,37.5005351,-122.2463878
502379909,37.7797751,-122.3918378
502303931,37.955905,-122.5063778
502322036,37.7584151,-122.4623878
502331332,37.7204451,-122.4377678
502183559,37.506055,-121.9231879
502324292,37.7864471,-122.4534448
502290266,37.9543351,-122.5455777
502301973,37.966185,-122.5122977
502220156,37.3228511,-122.0096279
502285421,37.8635051,-122.5786978
502374590,37.7932851,-122.3981478
502306549,37.7380751,-122.4954878
502389791,37.977655,-122.3368778
502179247,37.3693131,-121.9160809
502339446,37.7757751,-122.4268578
502366398,37.7900961,-122.4011418
502377750,37.7608251,-122.3951878
502310009,37.7323051,-122.4874078
502375972,37.7936751,-122.3972278
502410462,37.79879,-122.2672778
502275210,37.5571721,-122.3130288
502277791,37.5640751,-122.3203978
502382320,37.7530331,-122.3836738
502396332,37.863445,-122.2967308
502259956,37.4844951,-122.2129078
502329473,37.7113751,-122.4409078
502408420,37.800012,-122.2691178
502381444,37.6391791,-122.3879118
502305697,37.7643551,-122.4980278
502361972,37.7904851,-122.4051278
502373225,37.6835551,-122.3986178
502344451,37.7520571,-122.4207008
502360479,37.7878751,-122.4061178
502407093,37.813915,-122.2732778
502325539,37.7662451,-122.4526678
502275153,37.5036481,-122.3130758
502363441,37.7911791,-122.4040238
502309829,37.7840151,-122.4874278
502333476,37.7615951,-122.4354178
502338845,37.7905151,-122.4294578
502371941,37.7754451,-122.3998878
502319701,37.7831651,-122.4652278
502314962,37.7526251,-122.4760778
502376999,37.7399251,-122.3972378
502366598,37.7910968,-122.4018127
502338696,37.7626051,-122.4291678
502239356,37.4048061,-122.0827539
502315656,37.7505051,-122.4726278
502373154,37.6442051,-122.3979028
502432418,37.828367,-122.2106658
502400817,37.825325,-122.2879878
502351991,37.7874751,-122.4137878
502316184,37.6865151,-122.4698698
502322027,37.7561351,-122.4610478
502361494,37.7864451,-122.4055278
502461145,37.915565,-122.0908478
502367189,37.7893051,-122.4021478
502363353,37.7709981,-122.4027588
502346100,37.6426651,-122.4198478
502374071,37.7750651,-122.3977378
502278893,37.5673051,-122.3275478
502316718,37.7430551,-122.4697178
502340753,37.7631651,-122.4258778
502340250,37.7575411,-122.4252308
502255191,37.4786241,-122.1797119
502313208,37.7431891,-122.4767088
502488074,37.909795,-122.0062678
502350211,37.7808151,-122.4155478
502323889,37.7428651,-122.4558778
502428230,37.799178,-122.2311328
502321215,37.7065411,-122.4597378
502292431,38.016215,-122.5405597
502368747,37.7934651,-122.4026478
502305753,37.7608951,-122.4999878
502442974,37.695985,-122.1635678
502234874,37.3829051,-122.0574779
502384194,37.5964131,-122.3700458
502372470,37.6504421,-122.3993578
502278402,37.5655981,-122.3242878
502332763,37.7726851,-122.4375178
502279657,37.5716751,-122.3378578
502349933,37.7569851,-122.4176378
502166980,37.2940651,-121.8879579
502289376,37.9576551,-122.5496777
502365911,37.7374751,-122.4037078
501219763,34.0377841,-118.2546758
502232441,37.3192551,-122.0445979
502322271,37.7859231,-122.4576508
502329483,37.7138851,-122.4420678
502343554,37.7956651,-122.4214778
502307205,37.7423261,-122.4931288
502368599,37.7927851,-122.4013378
502254436,37.4262301,-122.1728649
502351884,37.7870351,-122.4140178
502281580,37.4630751,-122.4295978
502393626,37.879285,-122.3051878
502388587,37.5897051,-122.3406578
502474372,37.895725,-122.0560478
502360187,37.7717941,-122.4048798
502320462,37.7248751,-122.4618278
502384599,37.5961851,-122.3674278
502447738,37.745405,-122.1406578
502423736,37.815885,-122.2459978
502420640,37.838078,-122.2513558
502310514,37.7761351,-122.4841478
502474452,37.887644,-122.0548008
502364998,37.7586751,-122.4037278
502741515,38.452501,-122.7797837
502341338,37.7405951,-122.4230088
502413849,37.850195,-122.2648178
502350039,37.8019851,-122.4173578
502350256,37.7825751,-122.4147278
502320805,37.7854051,-122.4631378
502355678,37.7629251,-122.4097278
502330207,37.7985841,-122.4392078
502350292,37.7756551,-122.4149678
502340219,37.7762071,-122.4261238
502402675,37.881455,-122.2817278
502196712,37.1113651,-121.9494279
502270174,37.5235321,-122.2737438
502283522,38.0368551,-122.6439377
502338299,37.7978191,-122.4292698
502449243,37.656558,-122.1328218
502365198,37.7904951,-122.4037578
502405922,37.803165,-122.2752378
502364868,37.7915051,-122.4039378
502420486,37.846513,-122.2520428
502314380,37.7301421,-122.4760558
502341551,37.7725351,-122.4230878
502305052,37.8695551,-122.5037278
